sku,_attribute_set,_type,_category,_product_websites,color,created_at,c_rozmiar,description,has_options,name,options_container,price,required_options,short_description,status,tax_class_id,updated_at,url_key,url_path,visibility,weight,qty,use_config_min_qty,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,use_config_enable_qty_inc,_super_products_sku,_super_attribute_code,_super_attribute_option,image
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18149,Default,configurable,,base,"бутилированный зеленый",,S,"Короткое платье, полностью покрытое блестками.",1,"EVA&LOLA ПЛАТЬЕ блестки бутилированный зеленый 54005-3",,119.99,,"Короткое платье, полностью покрытое блестками.",1,0,,,,4,,4,1,1,1,1,1,0,1,1,1,1,,,,/fe88bf0ad81817d833de51c9413cdc17.jpg
,,,,,,,M,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
18148,Default,configurable,,base,золото,,S,"Короткое платье, полностью покрытое блестками.",1,"EVA&LOLA ПЛАТЬЕ блестки золото 54005-2",,119.99,,"Короткое платье, полностью покрытое блестками.",1,0,,,,4,,2,1,1,1,1,1,0,1,1,1,1,,,,/37397a93e2dfdc07421b5aefe8bc0e63.jpg
,,,,,,,M,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18147,Default,configurable,,base,красный,,S,"Короткое платье, полностью покрытое блестками.",1,"EVA&LOLA ПЛАТЬЕ блестки красный 54005-1",,119.99,,"Короткое платье, полностью покрытое блестками.",1,0,,,,4,,4,1,1,1,1,1,0,1,1,1,1,,,,/234190933c784ad2d4af628ff6862d06.jpg
,,,,,,,M,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18146,Default,configurable,,base,серебро,,S,"долго платье, полностью покрытое блестками.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/UtUHjQNkIio?rel=1&amp;autoplay=1""></iframe>",1,"EVA&LOLA ПЛАТЬЕ блестки серебро 54004-2",,159.00,,"долго платье, полностью покрытое блестками.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/UtUHjQNkIio?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,3,1,1,1,1,1,0,1,1,1,1,,,,/a4919b096714f2a3615c78f9af593578.jpg
,,,,,,,M,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18145,Default,configurable,,base,красный,,S,"долго платье, полностью покрытое блестками.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/UtUHjQNkIio?rel=1&amp;autoplay=1""></iframe>",1,"EVA&LOLA ПЛАТЬЕ блестки красный 54004-1",,159.00,,"долго платье, полностью покрытое блестками.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/UtUHjQNkIio?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,2,1,1,1,1,1,0,1,1,1,1,,,,/2a105abbc1ded8b92846ad5dee749804.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18144,Default,configurable,,base,"бутилированный зеленый",,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,"EVA&LOLA ПЛАТЬЕ бутилированный зеленый 54003-4",,159.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/bb455a11fa268a864b2c617a043e297f.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
18143,Default,configurable,,base,красный,,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,"EVA&LOLA ПЛАТЬЕ красный 54003-3",,159.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/0b75a2fc78131e316b815779512804ed.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18142,Default,configurable,,base,"порошок розовый",,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,"EVA&LOLA ПЛАТЬЕ порошок розовый 54003-2",,159.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/f10708238c732b3ca68907400e1a06c1.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18141,Default,configurable,,base,"námornícka modrá",,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,"EVA & LOLA ПЛАТЬЕ темно-синий 54003-1",,159.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/AVW8ih-iVH8?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/62f8f88f955c45326ebe4cf7311a49e7.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18140,Default,configurable,,base,темно-синий,,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/q45M30t5hf8?rel=1&amp;autoplay=1""></iframe>",1,"EVA & LOLA ПЛАТЬЕ темно-синий 54002-3",,134.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/q45M30t5hf8?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,3,1,1,1,1,1,0,1,1,1,1,,,,/f1ea7802a68c48219cfb9a8f1ea7809d.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18139,Default,configurable,,base,баклажан,,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/q45M30t5hf8?rel=1&amp;autoplay=1""></iframe>",1,"EVA & LOLA ПЛАТЬЕ баклажан 54002-2",,134.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/q45M30t5hf8?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/38f77bfe9ac151785036538c1cf0e034.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18137,Default,configurable,,base,серый,,S,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/vb8YUkGNE8U?rel=1&amp;autoplay=1""></iframe>",1,"EVA & LOLA ПЛАТЬЕ серый 54001-2",,149.00,,"Длинное вечернее платье.<br /><iframe width=""400"" frameborder=""no"" src=""http://www.youtube.com/embed/vb8YUkGNE8U?rel=1&amp;autoplay=1""></iframe>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/3250ecc5a00212fa496ef6c66dedfa94.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18135,Default,configurable,,base,белый,,S,"Нежное платье с ремнями.",1,"SOKY SOKA ПЛАТЬЕ белый 53018-1",,86.00,,"Нежное платье с ремнями.",1,0,,,,4,,2,1,1,1,1,1,0,1,1,1,1,,,,/dbbb222db0c5bb9a2059bdacd25bb1a5.jpg
,,,,,,,M,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
18134,Default,configurable,,base,"ROYAL BLUE",,S,"Длинное платье, русалка типа.",1,"SOKY SOKA ПЛАТЬЕ ROYAL BLUE 53017-2",,134.00,,"Длинное платье, русалка типа.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/cbcdb07ae79c3b09f227e877e32b676e.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18133,Default,configurable,,base,черный,,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ черный 53017-1",,134.00,,"Длинное платье, тип русалки.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/2e3c3e35722f3631c70056f3cd130771.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18132,Default,configurable,,base,черный,,S,"Платье с длинными рукавами с слегка зашнурованным дном.",1,"SOKY SOKA ПЛАТЬЕ черный 53016-1",,68.00,,"Платье с длинными рукавами с слегка зашнурованным дном.",1,0,,,,4,,2,1,1,1,1,1,0,1,1,1,1,,,,/13602cb004377bb11f31b15a0b26b06b.jpg
,,,,,,,M,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
18131,Default,configurable,,base,черный,,S,"Платье с длинными рукавами с слегка зашнурованным дном.",1,"SOKY SOKA ПЛАТЬЕ черный 53015-1",,98.00,,"Платье с длинными рукавами с слегка зашнурованным дном.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/928eae8297212301592e3707946546a8.jpg
,,,,,,,M,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
18130,Default,configurable,,base,черный,,S,"Обустроенное платье покрыто кружевом.",1,"SOKY SOKA ПЛАТЬЕ черный 53014-1",,85.00,,"Обустроенное платье покрыто кружевом.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/f6019ffc195b22b75c9b0491707f4236.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18128,Default,configurable,,base,черный,,S,"Платье для длинного рукава.",1,"SOKY SOKA ПЛАТЬЕ черный 53012-1",,84.00,,"Платье для длинного рукава.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/98e94011ee705acd6571e2005d5b1337.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
18125,Default,configurable,,base,черный,,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ черный 53009-2",,169.00,,"Длинное платье, тип русалки.",1,0,,,,4,,2,1,1,1,1,1,0,1,1,1,1,,,,/2d1a5e2837d250777f7992e8a72d0b42.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18123,Default,configurable,,base,черный,,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ черный 53008-1",,134.00,,"Длинное платье, тип русалки.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/d704d980b4d8ab248630538508cff5f1.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18121,Default,configurable,,base,черный,,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ черный 53006-2",,168.00,,"Длинное платье, тип русалки.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/c2b6fcfa3b3bf784db152bf22c10bdd4.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18119,Default,configurable,,base,серебро,,S,"Длинное платье, тип русалки, покрытый блестками.",1,"SOKY SOKA ПЛАТЬЕ серебро 53005-3",,129.00,,"Длинное платье, тип русалки, покрытый блестками.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/6c7bdaf319ef94e4c9c7d0f2d31e11ff.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18116,Default,configurable,,base,бежевый,,S,"Длинное платье, русалка типа.",1,"SOKY SOKA ПЛАТЬЕ бежевый 53004-1",,109.00,,"Длинное платье, русалка типа.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/083304b7e32e1453f2479b9dbde528a3.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18115,Default,configurable,,base,темно-синий,,S,"Длинное платье, русалка типа.",1,"SOKY SOKA ПЛАТЬЕ темно-синий 53003-2",,168.00,,"Длинное платье, русалка типа.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/49fd24e90aaffa01f74d5ce3dd4e001c.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
18114,Default,configurable,,base,"бутилированный зеленый",,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ бутилированный зеленый 53003-1",,168.00,,"Длинное платье, тип русалки.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/f5cb07d80defc7b76e2f5f3252a07a0e.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
18113,Default,configurable,,base,"бутилированный зеленый",,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ бутилированный зеленый 53002-3",,149.00,,"Длинное платье, тип русалки.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/78a06e33422a12e670218960b9e04a18.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18112,Default,configurable,,base,темно-синий,,S,"Длинное платье, русалка типа.",1,"SOKY SOKA ПЛАТЬЕ темно-синий 53002-2",,149.00,,"Длинное платье, русалка типа.",1,0,,,,4,,2,1,1,1,1,1,0,1,1,1,1,,,,/3cc32f82fd28d2580692c22451af3fb6.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
18111,Default,configurable,,base,черный,,S,"Длинное платье, тип русалки.",1,"SOKY SOKA ПЛАТЬЕ черный 53002-1",,149.00,,"Длинное платье, тип русалки.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/a261a74136fef8934e9859347a9e6ba0.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18109,Default,configurable,,base,красный,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - красный 52003-2",,119.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/f1e2aa60a3bea8c9d5b95bdaf645934f.jpeg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18108,Default,configurable,,base,"белый камуфляж",,M,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - белый камуфляж 52011-1",,115.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/166b630ed4cd2a9d2d6877fd6e06f20f.jpeg
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18107,Default,configurable,,base,красный,,XS,"Мужские брюки типа костюмы",1,"БРЮКИ - красный 52010-4",,54.46,,"Мужские брюки типа костюмы",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/9f64a9e72f8ce9421bd177732e0bf53c.jpg
,,,,,,,S,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18106,Default,configurable,,base,KHAKI,,XS,"Мужские брюки типа костюмы",1,"БРЮКИ - KHAKI 52010-3",,54.46,,"Мужские брюки типа костюмы",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/6cd72fe868e35b55ba75d3b62af49249.jpg
,,,,,,,S,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18105,Default,configurable,,base,синий,,XS,"Мужские брюки типа костюмы",1,"БРЮКИ - синий 52010-2",,54.46,,"Мужские брюки типа костюмы",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/ce54b4170a44d94bbd451ad8f30363c1.jpg
,,,,,,,S,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18104,Default,configurable,,base,черный,,XS,"Мужские брюки типа костюмы",1,"БРЮКИ - черный 52010-1",,54.46,,"Мужские брюки типа костюмы",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/957882c83f4d345777fba8cd290a28ac.jpg
,,,,,,,S,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18103,Default,configurable,,base,белый,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм -белый 52009-4",,116.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/73faaf7b4de48718a88179c383fcf8dc.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18102,Default,configurable,,base,красный,,XS,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - красный 52009-3",,116.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/e794e4dd6c575342cc95c1c0bf17514d.jpg
,,,,,,,S,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18101,Default,configurable,,base,KHAKI,,XS,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - KHAKI 52009-2",,116.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/fd05a575ee71a3dd8ec2a092c6429577.jpg
,,,,,,,S,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18100,Default,configurable,,base,черно,,XS,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - черно 52009-1",,116.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/625feeec3aa5acbe7f0984f20f0f8b91.jpg
,,,,,,,S,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18099,Default,configurable,,base,красный,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - красный 52008-2",,119.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/e1b4612fcc6169c6924a22cd16b52143.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18098,Default,configurable,,base,синий,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - синий 52008-1",,119.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/3fd509a0fa14988010c76699536588cb.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18097,Default,configurable,,base,красный,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - красный 52007-2",,109.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/c14785f0f0f460e41208081074557aca.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18094,Default,configurable,,base,антрацит,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - антрацит 52006-3",,119.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/88cb0a3d9e64d0498067ba52c571c394.jpeg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
18093,Default,configurable,,base,красный,,XS,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - красный 52006-2",,119.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/0e0955518048633705dfb88a374f8683.jpeg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18092,Default,configurable,,base,KHAKI,,XS,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"серый мужской спортивный костюм -  серый 52006-1",,119.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/067d745c85e73adf97a476358b91599d.jpg
,,,,,,,S,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18091,Default,configurable,,base,антрацит,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - антрацит 52005-3",,109.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/c811727efe201a16c2a7b3af4e0bc55a.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18090,Default,configurable,,base,красный,,S,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,"Мужской спортивный костюм - красный 52005-2",,109.00,,"Мужской спортивный костюм, набор включает брюки и толстовку.",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/cb71bfc27a73c4fad12d16de283f8687.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
18088,Default,configurable,,base,KHAKI,,S,"BLACK ICON с длинным рукавом с капюшоном.",1,"Мужская толстовка BLACK ICON-KHAKI 52004-3",,63.65,,"BLACK ICON с длинным рукавом с капюшоном.",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/30da0da9f59560f0fe4f94f2523fe488.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
